"WYNN";"2011-12";"4.94";"4.88"
"WYNN";"TTM";"4.94";"4.88"
"X";"2007-12";"7.44";"7.4"
"X";"2008-12";"18.04";"17.96"
"X";"2009-12";"-10.42";"-10.42"
"X";"2010-12";"-3.36";"-3.36"
"X";"2011-12";"-0.37";"-0.37"
"X";"TTM";"-0.37";"-0.37"
"XOM";"2007-12";"7.36";"7.28"
"XOM";"2008-12";"8.78";"8.69"
"XOM";"2009-12";"3.99";"3.98"
"XOM";"2010-12";"6.24";"6.22"
"XOM";"2011-12";"8.43";"8.42"
"XOM";"TTM";"8.43";"8.42"
"YHOO";"2007-12";"0.49";"0.47"
"YHOO";"2008-12";"0.31";"0.29"
"YHOO";"2009-12";"0.43";"0.42"
"YHOO";"2010-12";"0.91";"0.9"
"YHOO";"2011-12";"0.82";"0.82"
"YHOO";"TTM";"0.82";"0.82"
"YOKU";"2006-12";"—";"—"
"YOKU";"2007-12";"—";"—"
"YOKU";"2008-12";"-10.08";"-10.08"
"YOKU";"2009-12";"-9";"-9"
"YOKU";"2010-12";"-7.92";"-7.92"
"YOKU";"TTM";"-3.7032";"-3.7032"
