"MCD";"2010-12";"2387000000";"14634200000"
"MCD";"2011-12";"2335700000";"14390200000"
"MCP";"2007-12";"0";"—"
"MCP";"2008-12";"0";"—"
"MCP";"2009-12";"6929000";"74615000"
"MCP";"2010-12";"316430000";"448202000"
"MCP";"2011-12";"418855000";"845230000"
"MGM";"2007-12";"412390000";"6060703000"
"MGM";"2008-12";"295644000";"3974361000"
"MGM";"2009-12";"2056207000";"3870432000"
"MGM";"2010-12";"498964000";"2998545000"
"MGM";"2011-12";"1865913000";"6086578000"
"MMM";"2007-12";"2475000000";"11747000000"
"MMM";"2008-12";"2222000000";"9879000000"
"MMM";"2009-12";"3784000000";"12764000000"
"MMM";"2010-12";"4478000000";"15663000000"
"MMM";"2011-12";"3680000000";"15420000000"
"MOS";"2007-05";"420600000";"4183900000"
"MOS";"2008-05";"1960700000";"6731200000"
"MOS";"2009-05";"2703200000";"8493000000"
"MOS";"2010-05";"2922600000";"8722200000"
"MOS";"2011-05";"3906400000";"11641600000"
"MRVL";"2007-01";"596380000";"3227184000"
"MRVL";"2008-01";"630902000";"3411519000"
"MRVL";"2009-01";"927409000";"3829067000"
"MRVL";"2010-01";"1796717000";"4417979000"
"MRVL";"2011-01";"2930030000";"5521869000"
"MSFT";"2007-06";"23411000000";"31097000000"
"MSFT";"2008-06";"23662000000";"36286000000"
"MSFT";"2009-06";"31447000000";"39558000000"
"MSFT";"2010-06";"36788000000";"46175000000"
"MSFT";"2011-06";"52772000000";"57083000000"
"MU";"2007-08";"2616000000";"7752000000"
"MU";"2008-08";"1362000000";"6178000000"
"MU";"2009-08";"1485000000";"4654000000"
"MU";"2010-08";"2913000000";"8020000000"
"MU";"2011-08";"2160000000";"8470000000"
"NEM";"2007-12";"1292000000";"7548000000"
"NEM";"2008-12";"447000000";"7102000000"
"NEM";"2009-12";"3271000000";"10703000000"
"NEM";"2010-12";"4169000000";"13345000000"
"NEM";"2011-12";"1854000000";"12896000000"
"NFLX";"2007-12";"385142000";"430749000"
"NFLX";"2008-12";"297271000";"347155000"
"NFLX";"2009-12";"320242000";"199143000"
"NFLX";"2010-12";"350387000";"290164000"
"NFLX";"2011-12";"797811000";"642810000"
"NKE";"2007-05";"2847000000";"7025400000"
"NKE";"2008-05";"2776100000";"7825300000"
"NKE";"2009-05";"3455100000";"8692800000"
"NKE";"2010-05";"5145900000";"9753700000"
"NKE";"2011-05";"4538000000";"9843000000"
"NOK";"2006-12";"8544329450";"11978138250"
"NOK";"2007-12";"11738977110";"14755284810"
"NOK";"2008-12";"6846529800";"14262824400"
"NOK";"2009-12";"9202000000";"13088000000"
"NOK";"2010-12";"12653000000";"14384000000"
"NVDA";"2007-01";"1117850000";"2006919000"
"NVDA";"2008-01";"1809478000";"2617912000"
"NVDA";"2009-01";"1255390000";"2394652000"
"NVDA";"2010-01";"1728227000";"2665140000"
"NVDA";"2011-01";"2490563000";"3181462000"
"NVLS";"2007-12";"596766000";"1529087000"
"NVLS";"2008-12";"470888000";"1246782000"
"NVLS";"2009-12";"501370000";"1179777000"
"NVLS";"2010-12";"671251000";"1328138000"
"NVLS";"2011-12";"918738000";"1100530000"
"ORCL";"2007-05";"7020000000";"16919000000"
"ORCL";"2008-05";"11043000000";"23025000000"
"ORCL";"2009-05";"12624000000";"25090000000"
"ORCL";"2010-05";"18469000000";"30798000000"
"ORCL";"2011-05";"28848000000";"39776000000"
"OXY";"2007-12";"1964000000";"22823000000"
"OXY";"2008-12";"2789000000";"27300000000"
"OXY";"2009-12";"2433000000";"29081000000"
"OXY";"2010-12";"3478000000";"32484000000"
"OXY";"2011-12";"4697000000";"37620000000"
"PBR";"2006-12";"13034000000";"44299000000"
